dep,predictors,proportion,m_try,ntree,rmse,r2,n_test
k,clay,0.9,2,1000,0.0024993381105922023,0.9,1000
k,nitrogen,0.9,2,1000,0.0024993381105922023,0.9,1000
k,sand,0.9,2,1000,0.0024993381105922023,0.9,1000
k,silt,0.9,2,1000,0.0024993381105922023,0.9,1000
k,mean_annual_air_temp_c,0.9,2,1000,0.0024993381105922023,0.9,1000
k,mean_precip,0.9,2,1000,0.0024993381105922023,0.9,1000
k,clay,0.9,3,1000,0.00175021897219664,0.95,1000
k,nitrogen,0.9,3,1000,0.00175021897219664,0.95,1000
k,sand,0.9,3,1000,0.00175021897219664,0.95,1000
k,silt,0.9,3,1000,0.00175021897219664,0.95,1000
k,mean_annual_air_temp_c,0.9,3,1000,0.00175021897219664,0.95,1000
k,mean_precip,0.9,3,1000,0.00175021897219664,0.95,1000
k,clay,0.9,4,1000,0.0012247017459948218,0.98,1000
k,nitrogen,0.9,4,1000,0.0012247017459948218,0.98,1000
k,sand,0.9,4,1000,0.0012247017459948218,0.98,1000
k,silt,0.9,4,1000,0.0012247017459948218,0.98,1000
k,mean_annual_air_temp_c,0.9,4,1000,0.0012247017459948218,0.98,1000
k,mean_precip,0.9,4,1000,0.0012247017459948218,0.98,1000
k,clay,0.9,5,1000,9.535173782493484e-4,0.99,1000
k,nitrogen,0.9,5,1000,9.535173782493484e-4,0.99,1000
k,sand,0.9,5,1000,9.535173782493484e-4,0.99,1000
k,silt,0.9,5,1000,9.535173782493484e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,5,1000,9.535173782493484e-4,0.99,1000
k,mean_precip,0.9,5,1000,9.535173782493484e-4,0.99,1000
k,clay,0.9,6,1000,7.445361315912019e-4,0.99,1000
k,nitrogen,0.9,6,1000,7.445361315912019e-4,0.99,1000
k,sand,0.9,6,1000,7.445361315912019e-4,0.99,1000
k,silt,0.9,6,1000,7.445361315912019e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,6,1000,7.445361315912019e-4,0.99,1000
k,mean_precip,0.9,6,1000,7.445361315912019e-4,0.99,1000
k,clay,0.9,2,2000,0.0025196658105545067,0.9,1000
k,nitrogen,0.9,2,2000,0.0025196658105545067,0.9,1000
k,sand,0.9,2,2000,0.0025196658105545067,0.9,1000
k,silt,0.9,2,2000,0.0025196658105545067,0.9,1000
k,mean_annual_air_temp_c,0.9,2,2000,0.0025196658105545067,0.9,1000
k,mean_precip,0.9,2,2000,0.0025196658105545067,0.9,1000
k,clay,0.9,3,2000,0.0017581505271189652,0.95,1000
k,nitrogen,0.9,3,2000,0.0017581505271189652,0.95,1000
k,sand,0.9,3,2000,0.0017581505271189652,0.95,1000
k,silt,0.9,3,2000,0.0017581505271189652,0.95,1000
k,mean_annual_air_temp_c,0.9,3,2000,0.0017581505271189652,0.95,1000
k,mean_precip,0.9,3,2000,0.0017581505271189652,0.95,1000
k,clay,0.9,4,2000,0.0012762662592976206,0.97,1000
k,nitrogen,0.9,4,2000,0.0012762662592976206,0.97,1000
k,sand,0.9,4,2000,0.0012762662592976206,0.97,1000
k,silt,0.9,4,2000,0.0012762662592976206,0.97,1000
k,mean_annual_air_temp_c,0.9,4,2000,0.0012762662592976206,0.97,1000
k,mean_precip,0.9,4,2000,0.0012762662592976206,0.97,1000
k,clay,0.9,5,2000,9.644798071718954e-4,0.99,1000
k,nitrogen,0.9,5,2000,9.644798071718954e-4,0.99,1000
k,sand,0.9,5,2000,9.644798071718954e-4,0.99,1000
k,silt,0.9,5,2000,9.644798071718954e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,5,2000,9.644798071718954e-4,0.99,1000
k,mean_precip,0.9,5,2000,9.644798071718954e-4,0.99,1000
k,clay,0.9,6,2000,7.635363185633842e-4,0.99,1000
k,nitrogen,0.9,6,2000,7.635363185633842e-4,0.99,1000
k,sand,0.9,6,2000,7.635363185633842e-4,0.99,1000
k,silt,0.9,6,2000,7.635363185633842e-4,0.99,1000
k,mean_annual_air_temp_c,0.9,6,2000,7.635363185633842e-4,0.99,1000
k,mean_precip,0.9,6,2000,7.635363185633842e-4,0.99,1000
