"","objectid","paper","doi","tea_type","tea_brand","inventory_id","site_name","region_or_state","longitude","latitude","ecosystem_type_reported","ecosystem_zone","tai","tai_position","koppen_geiger_climate_class","soil_depth_cm","in_8cm_depth_range_5_10_cm","length_of_incubation_days","start_of_experiment","end_of_experiment","in_90_day_range_76_104_days","k","s","salinity_psu","elevation_meters","bulk_density_0_5cm","bulk_density_5_15cm","cation_exchange_capacity_0_5","cation_exchange_capacity_5_15","course_fragments_volumetric","clay","nitrogen","organic_carbon_density","organic_carbon_stock","p_h","sand","silt","soil_organic_carbon_content","water_content_10kpa","water_content_33kpa","water_content_1500kpa","total_nemotode_per100g","total_nemotode_per_square_meter","mean_annual_air_temp_c","temp_month_1","temp_month_2","temp_month_3","temp_month_4","temp_month_5","temp_month_6","temp_month_7","temp_month_8","temp_month_9","temp_month_10","temp_month_11","temp_month_12","mean_annual_precip_mm","precip_month_1","precip_month_2","precip_month_3","precip_month_4","precip_month_5","precip_month_6","precip_month_7","precip_month_8","precip_month_9","precip_month_10","precip_month_11","precip_month_12","f69","f70","f71","f72","f73","f74","f75","f76","f77","f78","f79","f80","f81","f82","f83","Category"
"2032",2032,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3448,3368,NA,-157.7458344,21.30416679,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,3,8,"YES",90,"NA","NA","YES",0.023412557,0.03039013,NA,313,110,114,273,241,152,323,580,508,77,54,315,362,935,406,344,202,2718.180664,4862825,22.5333331433333,20.70000076,20.70000076,21.10000038,21.5,22.29999924,23.29999924,23.79999924,24.29999924,24.39999962,23.89999962,22.79999924,21.60000038,1386,273,148,120,135,56,21,36,58,70,80,233,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2033",2033,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3449,3369,NA,-157.7458344,21.30416679,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,3,8,"YES",90,"NA","NA","YES",0.017512488,0.060848648,NA,313,110,114,273,241,152,323,580,508,77,54,315,362,935,406,344,202,2718.180664,4862825,22.5333331433333,20.70000076,20.70000076,21.10000038,21.5,22.29999924,23.29999924,23.79999924,24.29999924,24.39999962,23.89999962,22.79999924,21.60000038,1386,273,148,120,135,56,21,36,58,70,80,233,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2034",2034,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3450,3370,NA,-157.7458344,21.3125,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,3,8,"YES",90,"NA","NA","YES",0.024094881,0.015910756,NA,402,97,99,280,272,76,367,708,673,113,51,253,381,1646,453,385,254,2387.670898,3990992,21.8500002216667,20.10000038,20.10000038,20.5,20.79999924,21.60000038,22.5,23,23.60000038,23.70000076,23.20000076,22.10000038,21,2912,329,248,147,318,172,64,218,207,72,163,539,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2035",2035,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3451,3371,NA,-157.7458344,21.3125,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,3,8,"YES",90,"NA","NA","YES",0.01680588,-0.021245475,NA,402,97,99,280,272,76,367,708,673,113,51,253,381,1646,453,385,254,2387.670898,3990992,21.8500002216667,20.10000038,20.10000038,20.5,20.79999924,21.60000038,22.5,23,23.60000038,23.70000076,23.20000076,22.10000038,21,2912,329,248,147,318,172,64,218,207,72,163,539,435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2036",2036,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3452,3372,NA,-157.7875061,21.32083321,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,3,8,"YES",90,"NA","NA","YES",0.032984104,-0.058359232,NA,428,106,108,273,293,104,399,626,608,104,53,239,362,893,451,374,245,2676.90918,4620345,22.208333175,20.39999962,20.39999962,20.79999924,21.20000076,22,23,23.5,24,24,23.5,22.39999962,21.29999924,2423,334,246,300,259,79,58,103,110,43,146,362,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2037",2037,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3453,3373,NA,-157.7875061,21.32083321,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,3,8,"YES",90,"NA","NA","YES",0.023082183,-0.118238933,NA,428,106,108,273,293,104,399,626,608,104,53,239,362,893,451,374,245,2676.90918,4620345,22.208333175,20.39999962,20.39999962,20.79999924,21.20000076,22,23,23.5,24,24,23.5,22.39999962,21.29999924,2423,334,246,300,259,79,58,103,110,43,146,362,383,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2038",2038,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3454,3374,NA,-157.8125,21.33749962,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,3,8,"YES",90,"NA","NA","YES",0.033303306,0.018704258,NA,566,113,119,230,210,135,268,607,469,75,56,380,352,821,395,334,189,3246.150146,5549293.5,21.3916670466667,19.60000038,19.60000038,20,20.39999962,21.20000076,22.20000076,22.60000038,23.10000038,23.20000076,22.70000076,21.60000038,20.5,1896,367,227,192,185,61,29,67,34,56,75,313,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2039",2039,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3455,3375,NA,-157.8125,21.33749962,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,3,8,"YES",90,"NA","NA","YES",0.024844629,-0.00085705,NA,566,113,119,230,210,135,268,607,469,75,56,380,352,821,395,334,189,3246.150146,5549293.5,21.3916670466667,19.60000038,19.60000038,20,20.39999962,21.20000076,22.20000076,22.60000038,23.10000038,23.20000076,22.70000076,21.60000038,20.5,1896,367,227,192,185,61,29,67,34,56,75,313,290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2040",2040,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3456,3376,NA,-157.8874969,21.50416756,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,1,8,"YES",90,"NA","NA","YES",0.022487712,-0.068201639,NA,304,95,98,248,230,142,367,645,576,124,52,224,409,1600,456,396,231,3249.104736,5027989.5,21.7333335866667,20.20000076,20.20000076,20.39999962,20.60000038,21.29999924,22.20000076,22.70000076,23.29999924,23.5,23.10000038,22.10000038,21.20000076,4714,310,410,651,489,311,279,218,363,311,440,544,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2041",2041,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3457,3377,NA,-157.8874969,21.50416756,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,1,8,"YES",90,"NA","NA","YES",0.019088685,-0.102922289,NA,304,95,98,248,230,142,367,645,576,124,52,224,409,1600,456,396,231,3249.104736,5027989.5,21.7333335866667,20.20000076,20.20000076,20.39999962,20.60000038,21.29999924,22.20000076,22.70000076,23.29999924,23.5,23.10000038,22.10000038,21.20000076,4714,310,410,651,489,311,279,218,363,311,440,544,388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2042",2042,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3458,3378,NA,-158.0291595,21.62916756,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,3,8,"YES",90,"NA","NA","YES",0.031020976,0.049665611,NA,168,125,132,251,204,182,335,468,437,62,60,344,321,681,389,318,188,3850.313965,6947891.5,22.5416665083333,20.79999924,20.79999924,21.10000038,21.60000038,22.29999924,23.20000076,23.70000076,24.29999924,24.39999962,23.79999924,22.79999924,21.70000076,1195,222,103,151,52,87,44,67,74,35,99,135,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2043",2043,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3459,3379,NA,-158.0291595,21.62916756,"Tropical and Subtropical Moist Broadleaf Forest","Tropical and Subtropical Moist Broadleaf Forest",NA,NA,3,8,"YES",90,"NA","NA","YES",0.019792522,0.067466709,NA,168,125,132,251,204,182,335,468,437,62,60,344,321,681,389,318,188,3850.313965,6947891.5,22.5416665083333,20.79999924,20.79999924,21.10000038,21.60000038,22.29999924,23.20000076,23.70000076,24.29999924,24.39999962,23.79999924,22.79999924,21.70000076,1195,222,103,151,52,87,44,67,74,35,99,135,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FOREST"
"2044",2044,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3460,3380,NA,-80.97083282,29.12083244,"Mangroves","Mangroves",NA,NA,14,8,"YES",90,"NA","NA","YES",0.014,-0.045000002,NA,-3,113.4444427,122.6666641,275,185.1111145,32.44444275,91.33333588,1331.666626,377.8888855,45.55555725,53.88888931,779.666687,129,573.888916,335.555542,319.8888855,67.22222137,2128.487061,2875586,21.6083333491667,14.69999981,15.60000038,18.5,20.89999962,23.89999962,26.29999924,27.20000076,27.20000076,26.39999962,23.20000076,19.39999962,16,1271,69,77,92,57,85,156,154,168,175,110,67,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"WETLAND"
"2045",2045,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3461,3381,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.010835115,0.056042877,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2046",2046,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3462,3382,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.011009079,0.058369434,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2047",2047,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3463,3383,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.011435094,0.077089636,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2048",2048,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3464,3384,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.011644198,0.078689958,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2049",2049,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3465,3385,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.011474568,0.014434896,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2050",2050,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3466,3386,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.00993064,0.047624109,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2051",2051,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3467,3387,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.009463303,0.108171538,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2052",2052,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3468,3388,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.010567865,0.079315297,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2053",2053,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3469,3389,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.009590594,0.068439988,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2054",2054,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3470,3390,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.010643373,0.066961289,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2055",2055,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3471,3391,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.010071594,0.130494441,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2056",2056,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3472,3392,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.009040994,0.103901155,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2057",2057,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3473,3393,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.009202545,0.102109862,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2058",2058,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3474,3394,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.007496208,0.163904435,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2059",2059,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3475,3395,NA,-77.85416412,34.15416718,"Temperate Grassland","Temperate Grassland",NA,NA,NA,8,"YES",90,"NA","NA","YES",0.009551711,0.105557593,NA,0,122.2962952,132,248.9259186,211.8148193,17.25926018,223.3333282,814.3703613,480.0370483,69.40740967,50.51852036,456.5185242,320.0370483,710.444458,336.6296387,294.777771,152.2962952,2794.370117,4846113.5,17.27271227125,7.541176319,8.915686607,12.72941208,16.65294075,20.80000114,24.39999962,26.40588188,25.72352982,23.33529282,17.93921471,13.55098057,9.278430939,1431.5883,111.1765,99.05882,105.1176,75,107.9412,139.4118,191.7059,179.7059,165,78.23529,82.17647,97.05882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2060",2060,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3476,3396,NA,-77.8041687,34.21250153,"Temperate Grassland","Temperate Grassland",NA,NA,14,8,"YES",90,"NA","NA","YES",0.011978814,0.137988215,NA,0,122.9523773,132.5238037,249.1428528,221.3809509,10.71428585,213.0952454,824.3809814,494.4761963,71.19047546,51.47618866,460.4285583,326.4761963,684.5714111,333.8095093,298.5714417,155.1904755,1512.637695,2807455.5,17.5749998099167,7.699999809,9,12.80000019,16.89999962,21.10000038,24.79999924,26.89999962,26.20000076,23.79999924,18.29999924,13.89999962,9.5,1417,109,99,104,75,109,140,196,178,156,75,81,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2061",2061,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3477,3397,NA,-77.8041687,34.21250153,"Temperate Grassland","Temperate Grassland",NA,NA,14,8,"YES",90,"NA","NA","YES",0.012928365,0.161747232,NA,0,122.9523773,132.5238037,249.1428528,221.3809509,10.71428585,213.0952454,824.3809814,494.4761963,71.19047546,51.47618866,460.4285583,326.4761963,684.5714111,333.8095093,298.5714417,155.1904755,1512.637695,2807455.5,17.5749998099167,7.699999809,9,12.80000019,16.89999962,21.10000038,24.79999924,26.89999962,26.20000076,23.79999924,18.29999924,13.89999962,9.5,1417,109,99,104,75,109,140,196,178,156,75,81,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2062",2062,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3478,3398,NA,-77.8041687,34.21250153,"Temperate Grassland","Temperate Grassland",NA,NA,14,8,"YES",90,"NA","NA","YES",0.012388517,0.12077073,NA,0,122.9523773,132.5238037,249.1428528,221.3809509,10.71428585,213.0952454,824.3809814,494.4761963,71.19047546,51.47618866,460.4285583,326.4761963,684.5714111,333.8095093,298.5714417,155.1904755,1512.637695,2807455.5,17.5749998099167,7.699999809,9,12.80000019,16.89999962,21.10000038,24.79999924,26.89999962,26.20000076,23.79999924,18.29999924,13.89999962,9.5,1417,109,99,104,75,109,140,196,178,156,75,81,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
"2063",2063,"van den Hoogen, 2024","https://doi.org/10.5281/zenodo.10513802","green, rooibos","lipton",3479,3399,NA,-77.8041687,34.21250153,"Temperate Grassland","Temperate Grassland",NA,NA,14,8,"YES",90,"NA","NA","YES",0.009313758,0.133623749,NA,0,122.9523773,132.5238037,249.1428528,221.3809509,10.71428585,213.0952454,824.3809814,494.4761963,71.19047546,51.47618866,460.4285583,326.4761963,684.5714111,333.8095093,298.5714417,155.1904755,1512.637695,2807455.5,17.5749998099167,7.699999809,9,12.80000019,16.89999962,21.10000038,24.79999924,26.89999962,26.20000076,23.79999924,18.29999924,13.89999962,9.5,1417,109,99,104,75,109,140,196,178,156,75,81,95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other"
